procedure,predictor,window_months,horizon,benchmark,window_type,R2_oos_raw,cw_stat,cw_p_raw,beta_avg,cw_q_h,cw_q_global_bench,significant
Rolling,vix_ann,120,1m,rolling,rolling,-0.903,0.25702277264056406,0.39858059671921986,0.056802,0.9999271463163794,0.8647172267806804,0
Rolling,vix_ann,48,3m,rolling,rolling,-19.236,-0.6280663303330806,0.7350197557072825,0.211243,0.9749849786839685,0.9999271463163794,0
Rolling,vix_ann,60,3m,rolling,rolling,1.549,1.3879102474113034,0.08258218852429315,0.222303,0.46632194697509116,0.47330687154221746,0
Rolling,vix_ann,72,3m,rolling,rolling,3.099,1.402745508421841,0.08034637075230325,0.21328,0.46632194697509116,0.47330687154221746,0
Rolling,vix_ann,120,3m,rolling,rolling,4.64,1.2621105202110956,0.10345451012816251,0.167474,0.46632194697509116,0.5029104910036266,0
Rolling,vix_ann,48,6m,rolling,rolling,-12.636,0.20393558005501478,0.4192019202232464,0.350389,0.7060242866917834,0.8791151922001155,0
Rolling,vix_ann,60,6m,rolling,rolling,-5.925,0.5979433616781126,0.27493886276673074,0.363383,0.5386557311348193,0.7281139538098248,0
Rolling,vix_ann,72,6m,rolling,rolling,-4.732,0.4892491795318338,0.3123326478345858,0.357901,0.565734607398495,0.7639218902451016,0
Rolling,vix_ann,120,6m,rolling,rolling,4.75,0.9216111329873433,0.1783657246506579,0.316492,0.47564193240175434,0.6523089358652632,0
Rolling,wing_curve,48,12m,rolling,rolling,-9.167,0.6567574995986988,0.2556684279076022,-0.006295,0.4885219586398394,0.7281139538098248,0
Rolling,wing_curve,60,12m,rolling,rolling,-9.399,0.5995892907812868,0.2743899930266242,-0.006017,0.4964747201128546,0.7281139538098248,0
Rolling,wing_curve,72,12m,rolling,rolling,-6.369,0.6592428880733457,0.2548699051661659,-0.006024,0.4885219586398394,0.7281139538098248,0
Rolling,wing_curve,120,12m,rolling,rolling,6.41,1.6168404522415698,0.05295636248279048,-0.008338,0.22384891056501968,0.46493258330043513,0
Rolling,wing_curve,48,1m,rolling,rolling,-10.053,-1.34245141170879,0.9102751627219775,-3.88e-4,0.9999271463163794,0.9999271463163794,0
Rolling,wing_curve,60,1m,rolling,rolling,-7.085,-1.1615808499501925,0.8772971177434604,-1.87e-4,0.9999271463163794,0.9999271463163794,0
Rolling,wing_curve,72,1m,rolling,rolling,-5.274,-0.7144446856326814,0.7625238756761732,-1.91e-4,0.9999271463163794,0.9999271463163794,0
Rolling,wing_curve,120,1m,rolling,rolling,0.073,0.7547503286704427,0.22519940119884463,-0.001015,0.9999271463163794,0.7124144373060346,0
Rolling,wing_curve,48,3m,rolling,rolling,-18.494,-0.4893869088287748,0.6877160987694548,-0.002488,0.9749849786839685,0.9999271463163794,0
Rolling,wing_curve,60,3m,rolling,rolling,-14.803,-0.5544701824801802,0.7103714467276091,-0.001867,0.9749849786839685,0.9999271463163794,0
Rolling,wing_curve,72,3m,rolling,rolling,-8.553,0.15469679792444016,0.43853017724572424,-0.001782,0.9100691791268737,0.8923546445416316,0
Rolling,wing_curve,120,3m,rolling,rolling,1.68,1.4972040450124724,0.0671700865904951,-0.002865,0.46632194697509116,0.46493258330043513,0
Rolling,wing_curve,48,6m,rolling,rolling,-19.407,-0.4277676060122423,0.6655898381916349,-0.004933,0.8874531175888465,0.9999271463163794,0
Rolling,wing_curve,60,6m,rolling,rolling,-18.791,-0.3799679342778698,0.6480153910344928,-0.003761,0.8765213780119819,0.9999271463163794,0
Rolling,wing_curve,72,6m,rolling,rolling,-8.851,0.27718407193164085,0.390819384703218,-0.00319,0.6821574714819805,0.8526968393524755,0
Rolling,wing_curve,120,6m,rolling,rolling,2.864,1.4772317510728936,0.06980676271240227,-0.004145,0.3183777472600806,0.46493258330043513,0
Rolling,wing_slope,48,12m,rolling,rolling,-17.526,-1.467392649006975,0.9288653634786932,0.03163,0.930960579033112,0.9999271463163794,0
Rolling,wing_slope,60,12m,rolling,rolling,-4.249,-0.10162306374047793,0.5404720639982004,0.066895,0.6405594832571263,0.9653082445363206,0
Rolling,wing_slope,72,12m,rolling,rolling,2.879,1.122880472758135,0.13074413095488913,0.106115,0.3486510158797043,0.5705198441667889,0
Rolling,wing_slope,120,12m,rolling,rolling,-2.839,0.022309135882952923,0.4911006806580882,0.16104,0.5967805739642591,0.9154498124888635,0
Rolling,wing_slope,48,1m,rolling,rolling,-9.152,-1.5132291783645397,0.934889272492724,-0.02231,0.9999271463163794,0.9999271463163794,0
Rolling,wing_slope,60,1m,rolling,rolling,-7.722,-1.1312440173673461,0.8710238000444432,-0.018441,0.9999271463163794,0.9999271463163794,0
Rolling,wing_slope,72,1m,rolling,rolling,-6.482,-1.221029189011657,0.888962515834964,-0.013173,0.9999271463163794,0.9999271463163794,0
Rolling,wing_slope,120,1m,rolling,rolling,-1.942,-1.0339136323215783,0.8494117293079942,-0.002179,0.9999271463163794,0.9999271463163794,0
Rolling,wing_slope,48,3m,rolling,rolling,-11.406,-1.9003134799593384,0.9713040033021818,-0.06777,0.9749849786839685,0.9999271463163794,0
Rolling,wing_slope,60,3m,rolling,rolling,-7.508,-1.5092814707782314,0.9343865660916563,-0.055951,0.9749849786839685,0.9999271463163794,0
Rolling,wing_slope,72,3m,rolling,rolling,-5.944,-1.3927736707115304,0.9181558786602935,-0.041461,0.9749849786839685,0.9999271463163794,0
Rolling,wing_slope,120,3m,rolling,rolling,-0.67,-0.3040290345907194,0.6194471144432695,-0.010107,0.9749849786839685,0.9999271463163794,0
Rolling,wing_slope,48,6m,rolling,rolling,-20.982,-1.215287955635059,0.8878718579929711,-0.103486,0.9399974897192711,0.9999271463163794,0
Rolling,wing_slope,60,6m,rolling,rolling,-18.928,-1.4078631971178743,0.920414208683453,-0.075694,0.9399974897192711,0.9999271463163794,0
Rolling,wing_slope,72,6m,rolling,rolling,-14.356,-1.620156762198065,0.9474006966203352,-0.042247,0.9474006966203352,0.9999271463163794,0
Rolling,wing_slope,120,6m,rolling,rolling,-0.469,0.05274122770964812,0.47896904487886893,0.011547,0.7392483939032289,0.9060301144506683,0
