predictor,window_months,horizon,benchmark,window_type,R2_oos_raw,cw_stat,cw_p_raw,beta_avg,cw_q_h,cw_q_global_bench
iv_110,60,3m,expanding,expanding,-1.204,-1.425027185934807,0.9229253286223523,-0.036534,0.9826253444871588,0.9955887395331636
iv_110,60,6m,expanding,expanding,3.189,1.1378439299545295,0.12759282881112993,0.266415,0.6958960563627625,0.9955887395331636
iv_110,60,12m,expanding,expanding,2.867,0.7799401772373448,0.217713044136441,0.617961,0.6538043588823211,0.9955887395331636
iv_110,72,1m,expanding,expanding,-1.248,-1.067401480923492,0.8571047099895527,-0.031424,0.9992938016691973,0.9955887395331636
iv_110,72,3m,expanding,expanding,-0.874,-0.9400364148687496,0.8264005588700566,-0.032018,0.9826253444871588,0.9955887395331636
iv_110,72,6m,expanding,expanding,2.888,0.9505913808536424,0.1709059228525364,0.269825,0.6958960563627625,0.9955887395331636
iv_110,72,12m,expanding,expanding,2.073,0.625675388628268,0.2657639396508635,0.612452,0.6538043588823211,0.9955887395331636
iv_110,120,1m,expanding,expanding,-1.183,-1.0211544914280193,0.8464093752443433,-0.025405,0.9992938016691973,0.9955887395331636
iv_110,120,3m,expanding,expanding,-1.023,-1.0864645384157814,0.8613632391441977,-0.020431,0.9826253444871588,0.9955887395331636
iv_110,120,6m,expanding,expanding,4.475,1.185299281883652,0.11794956866678856,0.2691,0.6958960563627625,0.9955887395331636
iv_110,120,12m,expanding,expanding,7.304,1.1083033424488324,0.13386541622695292,0.595065,0.642553997889374,0.9955887395331636
iv_120,48,1m,expanding,expanding,-6.59,-0.9976560251108558,0.840776908046982,-0.029266,0.9992938016691973,0.9955887395331636
iv_120,48,3m,expanding,expanding,-16.954,-1.1997720096757905,0.8848860511802638,-0.010603,0.9826253444871588,0.9955887395331636
iv_120,48,6m,expanding,expanding,-1.124,0.2509834062525501,0.4009134692735535,0.313842,0.801826938547107,0.9955887395331636
iv_120,48,12m,expanding,expanding,14.081,1.8677118115574824,0.030901125686026473,0.757225,0.24720900548821179,0.5393651028833711
iv_120,60,1m,expanding,expanding,-1.158,-1.239490760871845,0.8924180958890697,-0.02241,0.9992938016691973,0.9955887395331636
iv_120,60,3m,expanding,expanding,0.041,0.2516366280793697,0.40066097214829643,0.005861,0.9826253444871588,0.9955887395331636
iv_120,60,6m,expanding,expanding,7.454,1.6354405839385708,0.05097836029663589,0.332349,0.3495658991769318,0.725025568663266
iv_120,60,12m,expanding,expanding,10.989,1.43544147689993,0.0755806669287928,0.768684,0.48371626834427395,0.9674325366885479
iv_120,72,1m,expanding,expanding,-1.02,-0.97842982285169,0.8360691078926404,-0.019433,0.9992938016691973,0.9955887395331636
iv_120,72,3m,expanding,expanding,0.523,0.6575459728060774,0.2554149603906719,0.012108,0.9826253444871588,0.9955887395331636
iv_120,72,6m,expanding,expanding,7.518,1.474824601397175,0.07012985266717744,0.337544,0.44883105706993565,0.9286159801446944
iv_120,72,12m,expanding,expanding,10.333,1.2800760710639463,0.10025919170457977,0.764241,0.5376726841878028,0.9955887395331636
iv_120,120,1m,expanding,expanding,-1.025,-0.9799447062365001,0.8364432932769552,-0.008807,0.9992938016691973,0.9955887395331636
iv_120,120,3m,expanding,expanding,0.703,0.6879001691445437,0.2457578250300077,0.032869,0.9826253444871588,0.9955887395331636
iv_120,120,6m,expanding,expanding,10.918,1.67091213243059,0.047369517374804576,0.345739,0.3495658991769318,0.6996113335355754
iv_120,120,12m,expanding,expanding,19.764,1.7517840211899194,0.03990547640328209,0.753276,0.29468659497808314,0.6275758943625354
iv_80,48,1m,expanding,expanding,-4.044,-1.0323235933440025,0.8490397239531507,-0.009844,0.9992938016691973,0.9955887395331636
iv_80,48,3m,expanding,expanding,-10.405,-1.1307378651018318,0.8709172804707076,0.005893,0.9826253444871588,0.9955887395331636
iv_80,48,6m,expanding,expanding,-3.439,-0.1852908705159987,0.573499550839774,0.141374,0.8449110364940271,0.9955887395331636
iv_80,48,12m,expanding,expanding,-0.6,0.1823674819261108,0.42764717175857725,0.179106,0.6794144357236174,0.9955887395331636
iv_80,60,1m,expanding,expanding,-1.092,-0.9028296048052931,0.8166918318607156,-0.006473,0.9992938016691973,0.9955887395331636
iv_80,60,3m,expanding,expanding,0.365,0.4845320112840319,0.3140041758803621,0.013976,0.9826253444871588,0.9955887395331636
iv_80,60,6m,expanding,expanding,2.569,0.7498149372924456,0.22668308555280087,0.149418,0.6958960563627625,0.9955887395331636
iv_80,60,12m,expanding,expanding,1.362,0.4390989043502145,0.33029493648180236,0.182004,0.6538043588823211,0.9955887395331636
iv_80,72,1m,expanding,expanding,-1.151,-0.8553735103167692,0.8038277982046211,-0.005091,0.9992938016691973,0.9955887395331636
iv_80,72,3m,expanding,expanding,0.548,0.5722869567146154,0.28356379237524076,0.016659,0.9826253444871588,0.9955887395331636
iv_80,72,6m,expanding,expanding,2.418,0.6628537772441333,0.2537121038822572,0.148776,0.6958960563627625,0.9955887395331636
iv_80,72,12m,expanding,expanding,0.878,0.3467473925961132,0.3643905511865213,0.174173,0.6538043588823211,0.9955887395331636
iv_80,120,1m,expanding,expanding,-1.227,-0.8075312026130003,0.790319747436737,2.02e-4,0.9992938016691973,0.9955887395331636
iv_80,120,3m,expanding,expanding,0.747,0.5952469622151206,0.2758392014505336,0.025559,0.9826253444871588,0.9955887395331636
iv_80,120,6m,expanding,expanding,5.232,0.8897276539396327,0.18680607066121677,0.143518,0.6958960563627625,0.9955887395331636
iv_80,120,12m,expanding,expanding,5.663,0.8056707691029389,0.21021635413932185,0.163716,0.6538043588823211,0.9955887395331636
iv_90,48,1m,expanding,expanding,-5.887,-1.1281833110499808,0.8703787447221889,-0.028854,0.9992938016691973,0.9955887395331636
iv_90,48,3m,expanding,expanding,-15.391,-1.3410999614514976,0.9100560000845971,-0.025024,0.9826253444871588,0.9955887395331636
iv_90,48,6m,expanding,expanding,-7.088,-0.606923865151621,0.7280492802909466,0.14176,0.8868656490500613,0.9955887395331636
iv_90,48,12m,expanding,expanding,-1.241,0.08795000953711499,0.4649582043535655,0.262449,0.6794144357236174,0.9955887395331636
iv_90,60,1m,expanding,expanding,-2.108,-1.1497372236984595,0.8748739410149956,-0.023999,0.9992938016691973,0.9955887395331636
iv_90,60,3m,expanding,expanding,-1.417,-1.095755847113471,0.8634071822562494,-0.012754,0.9826253444871588,0.9955887395331636
iv_90,60,6m,expanding,expanding,2.676,0.8506090415881608,0.19749328259225246,0.156259,0.6958960563627625,0.9955887395331636
iv_90,60,12m,expanding,expanding,2.63,0.6587420040241841,0.2550307275539242,0.27466,0.6538043588823211,0.9955887395331636
iv_90,72,1m,expanding,expanding,-1.991,-0.9892195748742788,0.8387221384388701,-0.021398,0.9992938016691973,0.9955887395331636
iv_90,72,3m,expanding,expanding,-0.771,-0.5013260976163202,0.69192917938227,-0.006549,0.9826253444871588,0.9955887395331636
iv_90,72,6m,expanding,expanding,2.402,0.7152871231747094,0.23721582184183274,0.161011,0.6958960563627625,0.9955887395331636
iv_90,72,12m,expanding,expanding,1.581,0.46869441265319,0.31964404063802426,0.273915,0.6538043588823211,0.9955887395331636
iv_90,120,1m,expanding,expanding,-1.9,-0.9120392319355163,0.8191259671962201,-0.01391,0.9992938016691973,0.9955887395331636
iv_90,120,3m,expanding,expanding,-0.462,-0.2182608292506113,0.5863870537842419,0.008142,0.9826253444871588,0.9955887395331636
iv_90,120,6m,expanding,expanding,3.645,0.8057231098449895,0.21020126066083678,0.161833,0.6958960563627625,0.9955887395331636
iv_90,120,12m,expanding,expanding,4.369,0.6951783180952064,0.24347177919086083,0.265391,0.6538043588823211,0.9955887395331636
iv_skew_80_100,48,1m,expanding,expanding,-0.627,-0.5374426618359104,0.7045190593537279,0.04785,0.9992938016691973,0.9955887395331636
iv_skew_80_100,48,3m,expanding,expanding,-0.422,0.220553759368606,0.412719954517796,0.134637,0.9826253444871588,0.9955887395331636
iv_skew_80_100,48,6m,expanding,expanding,-0.255,0.3110647999305362,0.3778756800715229,0.228221,0.7984416530860847,0.9955887395331636
iv_skew_80_100,48,12m,expanding,expanding,-0.11,0.19062954817867453,0.4244079192974142,0.101434,0.6794144357236174,0.9955887395331636
iv_skew_80_100,60,1m,expanding,expanding,-1.15,-1.4195948819567774,0.9221371718543359,0.044469,0.9992938016691973,0.9955887395331636
iv_skew_80_100,60,3m,expanding,expanding,-2.641,-1.0117577242711635,0.8441730460034849,0.12489,0.9826253444871588,0.9955887395331636
iv_skew_80_100,60,6m,expanding,expanding,-3.551,-0.6245306454111942,0.7338604245071019,0.212177,0.8868656490500613,0.9955887395331636
iv_skew_80_100,60,12m,expanding,expanding,-1.24,-0.243087455912535,0.5960311757279516,0.086985,0.7630701064910158,0.9955887395331636
iv_skew_80_100,72,1m,expanding,expanding,-0.878,-0.8713664643485156,0.8082229547005308,0.039749,0.9992938016691973,0.9955887395331636
iv_skew_80_100,72,3m,expanding,expanding,-1.801,-0.43953701255316024,0.6698637653618351,0.110594,0.9826253444871588,0.9955887395331636
iv_skew_80_100,72,6m,expanding,expanding,-2.671,-0.27168728695518307,0.6070687613632741,0.187943,0.8449110364940271,0.9955887395331636
iv_skew_80_100,72,12m,expanding,expanding,-1.131,-0.16445258515277555,0.5653125649755243,0.061377,0.7505208650141028,0.9955887395331636
iv_skew_80_100,120,1m,expanding,expanding,-0.416,-0.2306945890774625,0.5912239612766749,0.027415,0.9992938016691973,0.9955887395331636
iv_skew_80_100,120,3m,expanding,expanding,-0.225,0.3190563284972756,0.37484189954044467,0.074873,0.9826253444871588,0.9955887395331636
iv_skew_80_100,120,6m,expanding,expanding,0.379,0.4566240231122703,0.32397065454198887,0.126994,0.7720990516724472,0.9955887395331636
iv_skew_80_100,120,12m,expanding,expanding,-0.38,0.09476311665938733,0.46225149181553177,0.042518,0.6794144357236174,0.9955887395331636
iv_skew_80_110,48,1m,expanding,expanding,-0.726,-0.9102973299650801,0.8186671368576848,0.021717,0.9992938016691973,0.9955887395331636
iv_skew_80_110,48,3m,expanding,expanding,0.218,0.525001037118183,0.29979123498387056,0.083639,0.9826253444871588,0.9955887395331636
iv_skew_80_110,48,6m,expanding,expanding,-0.642,0.0705248776234186,0.47188795018230356,0.100366,0.8449110364940271,0.9955887395331636
iv_skew_80_110,48,12m,expanding,expanding,-5.113,-0.48683876754971006,0.6868137025859113,-0.28159,0.7985107001872755,0.9955887395331636
iv_skew_80_110,60,1m,expanding,expanding,-0.742,-0.8075956223516471,0.7903382961833925,0.02273,0.9992938016691973,0.9955887395331636
iv_skew_80_110,60,3m,expanding,expanding,0.599,0.6807490942664894,0.2480151329357498,0.086588,0.9826253444871588,0.9955887395331636
iv_skew_80_110,60,6m,expanding,expanding,0.013,0.2769643868430557,0.39090372599006235,0.104655,0.7984416530860847,0.9955887395331636
iv_skew_80_110,60,12m,expanding,expanding,-1.773,0.2909017220720964,0.3855632421110864,-0.269243,0.6609655579047194,0.9955887395331636
iv_skew_80_110,72,1m,expanding,expanding,-0.728,-0.6804010877085936,0.7518747337520628,0.022169,0.9992938016691973,0.9955887395331636
iv_skew_80_110,72,3m,expanding,expanding,0.845,0.7413742792168792,0.22923326764463114,0.08464,0.9826253444871588,0.9955887395331636
iv_skew_80_110,72,6m,expanding,expanding,0.041,0.27771428733895903,0.39061584607925404,0.098308,0.7984416530860847,0.9955887395331636
iv_skew_80_110,72,12m,expanding,expanding,-1.669,0.3423626661489699,0.3660389904128233,-0.268573,0.6538043588823211,0.9955887395331636
iv_skew_80_110,120,1m,expanding,expanding,-0.648,-0.44745999855118,0.6727285181460044,0.025117,0.9992938016691973,0.9955887395331636
iv_skew_80_110,120,3m,expanding,expanding,1.558,0.8733752654958732,0.1912292841448833,0.081653,0.9826253444871588,0.9955887395331636
iv_skew_80_110,120,6m,expanding,expanding,1.04,0.4040762936538033,0.3430783084890344,0.08586,0.7841789908320786,0.9955887395331636
iv_skew_80_110,120,12m,expanding,expanding,-8.675,-1.6030277559899169,0.9455357368465825,-0.198115,0.9554887446028624,0.9955887395331636
iv_skew_80_120,48,1m,expanding,expanding,-1.09,-1.5427933449448807,0.9385595376407075,0.007001,0.9992938016691973,0.9955887395331636
iv_skew_80_120,48,3m,expanding,expanding,-1.393,-0.9013101613991248,0.8162882837240091,0.035946,0.9826253444871588,0.9955887395331636
iv_skew_80_120,48,6m,expanding,expanding,-2.168,-0.8196156178008756,0.7937823662460128,0.063327,0.8965071430543204,0.9955887395331636
iv_skew_80_120,48,12m,expanding,expanding,-5.459,-0.49692503812782635,0.6903790428702486,-0.372181,0.7985107001872755,0.9955887395331636
iv_skew_80_120,60,1m,expanding,expanding,-0.946,-1.305533641569301,0.9041444002482081,0.008196,0.9992938016691973,0.9955887395331636
iv_skew_80_120,60,3m,expanding,expanding,-0.26,-0.032252071987698847,0.5128644848431935,0.0391,0.9826253444871588,0.9955887395331636
iv_skew_80_120,60,6m,expanding,expanding,-1.105,-0.28677230232855666,0.6128566639426565,0.066472,0.8449110364940271,0.9955887395331636
iv_skew_80_120,60,12m,expanding,expanding,-1.108,0.31975926700807233,0.3745754139429965,-0.367023,0.6538043588823211,0.9955887395331636
iv_skew_80_120,72,1m,expanding,expanding,-0.985,-1.209133124787927,0.8866941475065762,0.007993,0.9992938016691973,0.9955887395331636
iv_skew_80_120,72,3m,expanding,expanding,-0.188,0.06335530433243293,0.47474178884281093,0.038336,0.9826253444871588,0.9955887395331636
iv_skew_80_120,72,6m,expanding,expanding,-1.142,-0.24261107317110747,0.5958466488403693,0.059726,0.8449110364940271,0.9955887395331636
iv_skew_80_120,72,12m,expanding,expanding,-1.096,0.33465788636304095,0.3689415865634561,-0.370553,0.6538043588823211,0.9955887395331636
iv_skew_80_120,120,1m,expanding,expanding,-1.009,-1.013621938234895,0.8446184073197591,0.009933,0.9992938016691973,0.9955887395331636
iv_skew_80_120,120,3m,expanding,expanding,-0.023,0.17548273930892486,0.4303501661863369,0.037837,0.9826253444871588,0.9955887395331636
iv_skew_80_120,120,6m,expanding,expanding,-0.781,-0.14393946052232998,0.5572258624321129,0.040371,0.8449110364940271,0.9955887395331636
iv_skew_80_120,120,12m,expanding,expanding,-7.965,-1.052995151426205,0.8538283928677277,-0.334475,0.900742040827493,0.9955887395331636
iv_skew_90_100,48,1m,expanding,expanding,-0.614,-2.329926309872754,0.9900949769025691,0.015626,0.9992938016691973,0.9992938016691973
iv_skew_90_100,48,3m,expanding,expanding,-0.341,0.17875960600166196,0.4290632320286929,0.208252,0.9826253444871588,0.9955887395331636
iv_skew_90_100,48,6m,expanding,expanding,-0.177,0.5787414481611768,0.2813818221448375,0.509133,0.730071754754173,0.9955887395331636
iv_skew_90_100,48,12m,expanding,expanding,0.045,0.5717340987873828,0.28375106482217527,0.896852,0.6538043588823211,0.9955887395331636
iv_skew_90_100,60,1m,expanding,expanding,-0.628,-2.0824001114292563,0.9813470308580304,0.017312,0.9992938016691973,0.9955887395331636
iv_skew_90_100,60,3m,expanding,expanding,-0.553,0.07024457746469986,0.4719994971216523,0.212393,0.9826253444871588,0.9955887395331636
iv_skew_90_100,60,6m,expanding,expanding,-0.322,0.5444097051292589,0.29307978438182447,0.521565,0.7301430235763181,0.9955887395331636
iv_skew_90_100,60,12m,expanding,expanding,0.224,0.5987307337110443,0.27467622948357673,0.975432,0.6538043588823211,0.9955887395331636
iv_skew_90_100,72,1m,expanding,expanding,-0.558,-1.7264141081989157,0.9578635302755899,0.019433,0.9992938016691973,0.9955887395331636
iv_skew_90_100,72,3m,expanding,expanding,-0.606,0.07422848951402516,0.4704142885112692,0.214054,0.9826253444871588,0.9955887395331636
iv_skew_90_100,72,6m,expanding,expanding,-1.294,0.2806495181714291,0.38948961585960284,0.524802,0.7984416530860847,0.9955887395331636
iv_skew_90_100,72,12m,expanding,expanding,-0.502,0.48235927182789784,0.314775374184598,1.008708,0.6538043588823211,0.9955887395331636
iv_skew_90_100,120,1m,expanding,expanding,-0.553,-1.4217747644509977,0.9224541761223578,0.020832,0.9992938016691973,0.9955887395331636
iv_skew_90_100,120,3m,expanding,expanding,-0.841,-0.06019677624355596,0.5240005433771909,0.208497,0.9826253444871588,0.9955887395331636
iv_skew_90_100,120,6m,expanding,expanding,-2.069,0.07842281775062941,0.4687458617419063,0.498575,0.8449110364940271,0.9955887395331636
iv_skew_90_100,120,12m,expanding,expanding,-2.946,0.12190615143967677,0.45148667191140085,0.947447,0.6794144357236174,0.9955887395331636
iv_skew_90_110,48,1m,expanding,expanding,-2.483,-1.2407384230248268,0.8926488023574003,-0.046353,0.9992938016691973,0.9955887395331636
iv_skew_90_110,48,3m,expanding,expanding,-2.642,-0.8699166446053145,0.8078270206730663,0.00855,0.9826253444871588,0.9955887395331636
iv_skew_90_110,48,6m,expanding,expanding,-6.069,-1.4435533280502244,0.9255676692777363,-0.052319,0.945260598411305,0.9955887395331636
iv_skew_90_110,48,12m,expanding,expanding,-14.81,-1.7766016867760452,0.9621831010357474,-0.69752,0.9621831010357474,0.9955887395331636
iv_skew_90_110,60,1m,expanding,expanding,-2.445,-1.1436559310890146,0.8736168218762228,-0.035379,0.9992938016691973,0.9955887395331636
iv_skew_90_110,60,3m,expanding,expanding,-0.74,0.031594711748009374,0.48739763034993944,0.040218,0.9826253444871588,0.9955887395331636
iv_skew_90_110,60,6m,expanding,expanding,-3.356,-0.6881217525184712,0.7543119433465547,-6.36e-4,0.8939993402625833,0.9955887395331636
iv_skew_90_110,60,12m,expanding,expanding,-11.424,-1.339058751818813,0.9097242263772243,-0.600759,0.9290800609809949,0.9955887395331636
iv_skew_90_110,72,1m,expanding,expanding,-2.336,-1.0642745361103694,0.8563978250551088,-0.026479,0.9992938016691973,0.9955887395331636
iv_skew_90_110,72,3m,expanding,expanding,0.281,0.44959671063858864,0.32650063016655007,0.065038,0.9826253444871588,0.9955887395331636
iv_skew_90_110,72,6m,expanding,expanding,-1.32,-0.14036487455352614,0.5558141454487058,0.031625,0.8449110364940271,0.9955887395331636
iv_skew_90_110,72,12m,expanding,expanding,-6.236,-0.7495126874504181,0.7732258727587739,-0.539982,0.8631358579632824,0.9955887395331636
iv_skew_90_110,120,1m,expanding,expanding,-2.289,-0.9768931438193302,0.8356889717841494,-0.001209,0.9992938016691973,0.9955887395331636
iv_skew_90_110,120,3m,expanding,expanding,1.222,0.7570027288778272,0.22452411378518458,0.109774,0.9826253444871588,0.9955887395331636
iv_skew_90_110,120,6m,expanding,expanding,-1.112,-0.02418935792739952,0.5096492166041243,0.070718,0.8449110364940271,0.9955887395331636
iv_skew_90_110,120,12m,expanding,expanding,-7.299,-0.9833412680621967,0.8372802471368794,-0.411929,0.900742040827493,0.9955887395331636
iv_skew_90_120,48,1m,expanding,expanding,-2.873,-1.1849771471888342,0.8819867586943088,-0.076063,0.9992938016691973,0.9955887395331636
iv_skew_90_120,48,3m,expanding,expanding,-5.848,-1.8987865544827751,0.9712037271314877,-0.115816,0.9826253444871588,0.9955887395331636
iv_skew_90_120,48,6m,expanding,expanding,-7.141,-1.6143004898771498,0.9467688680434545,-0.136828,0.9467688680434545,0.9955887395331636
iv_skew_90_120,48,12m,expanding,expanding,-11.623,-0.8689551839691483,0.8075641779933977,-0.770441,0.8809791032655248,0.9955887395331636
iv_skew_90_120,60,1m,expanding,expanding,-2.752,-1.1254716193069214,0.869805381472289,-0.067647,0.9992938016691973,0.9955887395331636
iv_skew_90_120,60,3m,expanding,expanding,-3.294,-2.046112700846678,0.9796273581575214,-0.092116,0.9826253444871588,0.9955887395331636
iv_skew_90_120,60,6m,expanding,expanding,-3.159,-1.3275554178152507,0.9078374895881348,-0.10077,0.9414686265451025,0.9955887395331636
iv_skew_90_120,60,12m,expanding,expanding,-5.859,-0.17817842732542388,0.5707085744378073,-0.708558,0.7505208650141028,0.9955887395331636
iv_skew_90_120,72,1m,expanding,expanding,-2.731,-1.0767423153460043,0.8592022988411223,-0.060669,0.9992938016691973,0.9955887395331636
iv_skew_90_120,72,3m,expanding,expanding,-2.632,-1.6603630472104192,0.9515792803313307,-0.07251,0.9826253444871588,0.9955887395331636
iv_skew_90_120,72,6m,expanding,expanding,-1.662,-0.7219379006444793,0.7648336709931138,-0.079904,0.8954150294553527,0.9955887395331636
iv_skew_90_120,72,12m,expanding,expanding,-1.99,0.32193138671491855,0.37375233738309704,-0.667437,0.6538043588823211,0.9955887395331636
iv_skew_90_120,120,1m,expanding,expanding,-2.467,-0.9460968366265553,0.8279504014459832,-0.046586,0.9992938016691973,0.9955887395331636
iv_skew_90_120,120,3m,expanding,expanding,-1.732,-1.108602703052884,0.8661991942316887,-0.046504,0.9826253444871588,0.9955887395331636
iv_skew_90_120,120,6m,expanding,expanding,-1.232,-0.380368008772259,0.648163870754535,-0.082861,0.8449110364940271,0.9955887395331636
iv_skew_90_120,120,12m,expanding,expanding,-0.748,0.3958939337959743,0.34609163818325234,-0.604771,0.6538043588823211,0.9955887395331636
log_curve_quad,48,1m,expanding,expanding,-1.705,-1.4546271314745671,0.9271137421834375,3.67e-4,0.9992938016691973,0.9955887395331636
log_curve_quad,48,3m,expanding,expanding,-5.115,-1.8763454648807136,0.9696960710838803,9.7e-4,0.9826253444871588,0.9955887395331636
log_curve_quad,48,6m,expanding,expanding,-7.227,-1.353473106320864,0.9120477319655681,0.001886,0.9414686265451025,0.9955887395331636
log_curve_quad,48,12m,expanding,expanding,-8.956,-0.6287504778232291,0.7352437871513011,0.004151,0.8303929831355872,0.9955887395331636
log_curve_quad,60,1m,expanding,expanding,-1.771,-1.584552647092228,0.9434659945017233,3.11e-4,0.9992938016691973,0.9955887395331636
log_curve_quad,60,3m,expanding,expanding,-5.171,-2.11126767270045,0.9826253444871588,7.96e-4,0.9826253444871588,0.9955887395331636
log_curve_quad,60,6m,expanding,expanding,-6.612,-0.9598228209640756,0.8314278026395621,0.00159,0.896821000599977,0.9955887395331636
log_curve_quad,60,12m,expanding,expanding,-8.644,-0.2990503725717737,0.6175491943182603,0.003699,0.7699314630461427,0.9955887395331636
log_curve_quad,72,1m,expanding,expanding,-1.457,-1.2214323612060212,0.8890388196485932,2.57e-4,0.9992938016691973,0.9955887395331636
log_curve_quad,72,3m,expanding,expanding,-3.68,-1.3630573607388843,0.913567783236743,6.23e-4,0.9826253444871588,0.9955887395331636
log_curve_quad,72,6m,expanding,expanding,-3.93,-0.24170050454793285,0.5954938807101408,0.001323,0.8449110364940271,0.9955887395331636
log_curve_quad,72,12m,expanding,expanding,-6.67,0.08326992005323001,0.4668184587637643,0.003236,0.6794144357236174,0.9955887395331636
log_curve_quad,120,1m,expanding,expanding,-0.785,-0.89248284592969,0.8139329083548077,1.2e-4,0.9992938016691973,0.9955887395331636
log_curve_quad,120,3m,expanding,expanding,-1.247,-0.2844474024985938,0.6119662317102172,2.94e-4,0.9826253444871588,0.9955887395331636
log_curve_quad,120,6m,expanding,expanding,-0.247,0.5923931001228048,0.27679369282690997,7.98e-4,0.730071754754173,0.9955887395331636
log_curve_quad,120,12m,expanding,expanding,1.969,1.0748907881824932,0.14121181335162242,0.001823,0.6455397181788453,0.9955887395331636
log_slope_quad,48,1m,expanding,expanding,-1.347,-1.4940623066701781,0.9324203326023576,-8.2e-4,0.9992938016691973,0.9955887395331636
log_slope_quad,48,3m,expanding,expanding,-2.297,-1.2812731056863451,0.8999511220392055,0.001822,0.9826253444871588,0.9955887395331636
log_slope_quad,48,6m,expanding,expanding,4.229,3.332136770770844,4.309094512549219e-4,0.032109,0.0413673073204725,0.03839762652681813
log_slope_quad,48,12m,expanding,expanding,16.94,3.41468113431139,3.192835953428197e-4,0.118391,0.011999258289630665,0.03839762652681813
log_slope_quad,60,1m,expanding,expanding,-0.434,-3.192105639444573,0.9992938016691973,-4.31e-4,0.9992938016691973,0.9992938016691973
log_slope_quad,60,3m,expanding,expanding,-0.087,-0.10359495695121948,0.5412546050496168,0.002659,0.9826253444871588,0.9955887395331636
log_slope_quad,60,6m,expanding,expanding,4.857,3.083590395408563,0.0010225948333275959,0.033113,0.0490845519997246,0.05609663085682812
log_slope_quad,60,12m,expanding,expanding,12.907,3.4476867435320084,2.82704695239073e-4,0.119037,0.011999258289630665,0.03839762652681813
log_slope_quad,72,1m,expanding,expanding,-0.335,-2.8961464581595684,0.9981111197742975,-2.68e-4,0.9992938016691973,0.9992938016691973
log_slope_quad,72,3m,expanding,expanding,-0.073,-0.03076768663326914,0.5122725947278712,0.00288,0.9826253444871588,0.9955887395331636
log_slope_quad,72,6m,expanding,expanding,4.955,2.86727975513127,0.0020700843038926006,0.033556,0.06624269772456322,0.09936404658684483
log_slope_quad,72,12m,expanding,expanding,13.119,3.290544121572257,4.999690954012778e-4,0.118727,0.011999258289630665,0.03839762652681813
log_slope_quad,120,1m,expanding,expanding,-0.31,-2.5356323464755777,0.9943877746810184,1.07e-4,0.9992938016691973,0.9992938016691973
log_slope_quad,120,3m,expanding,expanding,0.004,0.1781637030665569,0.4292972071907436,0.003894,0.9826253444871588,0.9955887395331636
